state,name,agency,type,notes
New Jersey,Kathy Clark,New Jersey Department of Environmental Protection,state,
New Jersey,John Heilferty,New Jersey Department of Environmental Protection,state,
New Jersey,Jeanette Bowers-Altman,New Jersey Department of Environmental Protection,state,
New Jersey,Christina Davis,New Jersey Department of Environmental Protection,state,
New Jersey,Amanda Dey,New Jersey Department of Environmental Protection,state,
New Jersey,Gretchen Fowles,New Jersey Department of Environmental Protection,state,
New Jersey,MacKenzie Hall,New Jersey Department of Environmental Protection,state,
New Jersey,Brian Melendez,New Jersey Department of Environmental Protection,state,
New Jersey,Shawn Crouse,New Jersey Department of Environmental Protection,state,
New Jersey,Greg Hinks,New Jersey Department of Environmental Protection,state,
New Jersey,Larry Herrighty,New Jersey Department of Environmental Protection,state,
New Jersey,David Chanda,New Jersey Department of Environmental Protection,state,
New Jersey,Dave Golden,New Jersey Department of Environmental Protection,state,
New Jersey,Rich Boornazian,New Jersey Department of Environmental Protection,state,
New Jersey,Kathleen Walz,New Jersey Department of Environmental Protection,state,
New Jersey,Rick Lathrop,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,James Applegate,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Barbara Brummer,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Joanna Burger,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Emile DeVito,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Howard Geduldig,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Erica Miller,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,David Mizrahi,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Jane Morton Galetto,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Howard Reinert,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,James Shissias,New Jersey Endangered and Nongame Species Advisory Committee,state,
New Jersey,Frank Virgilio,New Jersey Fish and Game Council,state,
New Jersey,Phillip Brodhecker,New Jersey Fish and Game Council,state,
New Jersey,Joe DeMartino,New Jersey Fish and Game Council,state,
New Jersey,Jim DeStephano,New Jersey Fish and Game Council,state,
New Jersey,Agust Gudmundsson,New Jersey Fish and Game Council,state,
New Jersey,Rick Lathrop,New Jersey Fish and Game Council,state,
New Jersey,Jeffrey Link,New Jersey Fish and Game Council,state,
New Jersey,Robert Pollack,New Jersey Fish and Game Council,state,
New Jersey,Loren Robinson,New Jersey Fish and Game Council,state,
New Jersey,Ken Whildin,New Jersey Fish and Game Council,state,
New Jersey,David Wheeler,Conserve Wildlife Foundation of New Jersey,ngo-nongame,
New Jersey,Liz Silvernail,Conserve Wildlife Foundation of New Jersey,ngo-nongame,
New Jersey,Todd Pover,Conserve Wildlife Foundation of New Jersey,ngo-nongame,
New Jersey,Ben Wurst,Conserve Wildlife Foundation of New Jersey,ngo-nongame,
New Jersey,Larissa Smith,Conserve Wildlife Foundation of New Jersey,ngo-nongame,
New Jersey,Michael Davenport,Conserve Wildlife Foundation of New Jersey,ngo-nongame,
New Jersey,David VanLuven,,independent,
New Jersey,,New Jersey Audubon Society,ngo-nongame,
New Jersey,,New Jersey Conservation Foundation,ngo-nongame,
New Jersey,,The Nature Conservancy,ngo-nongame,
New Jersey,,New Jersey Pinelands Commission,state,
New Jersey,,D&R Greenway Land Trust,ngo-nongame,
New Jersey,,US Fish and Wildlife Service USFWS,federal,
New Jersey,,Edwin B Forsythe National Wildlife Refuge,federal,
New Jersey,,Cape May National Wildlife Refuge,federal,
New Jersey,,Supawna Meadows National Wildlife Refuge,federal,
New Jersey,,Great Swamp National Wildlife Refuge,federal,
New Jersey,,Wallkill River National Wildlife Refuge,federal,
New Jersey,,National Park Service,federal,
New Jersey,,US Department of Defense DOD,federal,
New Jersey,,Natural Resources Conservation Service NRCS,federal,
New Jersey,,New Jersey State Forestry Service,state,
New Jersey,,Atlantic City Electric,utility,
New Jersey,,Buttonbush Design and Delineation,business,
New Jersey,,Oysters Crabs and Soft Crabs,state,
New Jersey,,PSEG Services Corporation,utility,
New Jersey,,Unaffiliated private consultants,independent,
New Jersey,,Western Hemisphere Shorebird Reserve Network,ngo-nongame,
New Jersey,,Great Egg Harbor Watershed Association,ngo-nongame,
New Jersey,,Monmouth Conservation Foundation,ngo-nongame,
New Jersey,,South Jersey Resource Conservation and Development,ngo-nongame,
New Jersey,,Monmouth County Audubon Society,ngo-nongame,
New Jersey,,Pinelands Preservation Alliance,ngo-nongame,
New Jersey,,The Wetlands Institute,ngo-nongame,
New Jersey,,ENSAC Endangered and Nongame Species Advisory Committee,committee-nongame,
New Jersey,,Monmouth County Park System,local,
New Jersey,,Morris County Park Commission,local,
New Jersey,,New Jersey Shellfish Council,state,
New Jersey,,New Jersey Department of Transportation,state,
New Jersey,,National Oceanic and Atmospheric Administration NOAA,federal,
New Jersey,,Rutgers University,school,
New Jersey,,Rowan University,school,
New Jersey,,Stockton University,school,
New Jersey,,Monmouth University,school,
New Mexico,V Ryan,US Bureau of Reclamation,federal,
New Mexico,L Walton,US Bureau of Reclamation,federal,
New Mexico,M Porter,US Army Corps of Engineers,federal,
New Mexico,S Ryan,US Army Corps of Engineers,federal,
New Mexico,M Ramsey,US Bureau of Land Management,federal,
New Mexico,J Sherman,US Bureau of Land Management,federal,
New Mexico,B Dykstra,US Forest Service USFS,federal,
New Mexico,S Sartorius,US Forest Service USFS,federal,
New Mexico,K Granillo,US Fish and Wildlife Service USFWS,federal,
New Mexico,L Bonner,US Fish and Wildlife Service USFWS,federal,
New Mexico,M Wrigley,National Park Service,federal,
New Mexico,M Strum,National Park Service,federal,
New Mexico,D Certain,New Mexico State Parks,state,
New Mexico,D Sarabia,New Mexico Environment Department,state,
New Mexico,A Franklin,New Mexico Environment Department,state,
New Mexico,J Money,New Mexico Environment Department,state,
New Mexico,C Montoya-Hendricks,New Mexico State Land Office,state,
New Mexico,M Wunder,New Mexico Department of Game and Fish,state,
New Mexico,C Hayes,New Mexico Department of Game and Fish,state,
New Mexico,M Watson,New Mexico Department of Game and Fish,state,
New Mexico,V Seamster,New Mexico Department of Game and Fish,state,
New Mexico,L Pierce,New Mexico Department of Game and Fish,state,
New Mexico,D Weybright,New Mexico Department of Game and Fish,state,
New Mexico,K Patten,New Mexico Department of Game and Fish,state,
New Mexico,M Ruhl,New Mexico Department of Game and Fish,state,
New Mexico,R Jankowitz,New Mexico Department of Game and Fish,state,
New Mexico,K Cunningham,New Mexico Department of Game and Fish,state,
New Mexico,R Kellermueller,New Mexico Department of Game and Fish,state,
New Mexico,M Volke,New Mexico Department of Game and Fish,state,
New Mexico,E Muldavin,Natural Heritage New Mexico,school,
New Mexico,R McCollough,Natural Heritage New Mexico,school,
New Mexico,J Dunnum,University of New Mexico,school,
New Mexico,S Smallidge,New Mexico State University,school,
New Mexico,N Ashcroft,New Mexico State University,school,
New Mexico,D Cram,New Mexico State University,school,
New Mexico,K Boykin,New Mexico State University,school,
New Mexico,B Dunn,Big Picture Conservation,ngo-nongame,
New Mexico,R Jennings,Western New Mexico University,school,
New Mexico,B Christman,Consultant,independent,
New Mexico,J Jacobi,Consultant,independent,
New Mexico,A Burdett,New Mexico Museum of Natural History and Science,ngo-nongame,
New Mexico,M Darr,New Mexico Department of Game and Fish,state,
New Mexico,K Madden,New Mexico Department of Game and Fish,state,
New Mexico,S Cary,New Mexico Audubon,ngo-nongame,
New Mexico,J McIntyre,US Fish and Wildlife Service USFWS,federal,
New Mexico,E Metzler,Consultant,independent,
New Mexico,J Stuart,New Mexico Department of Game and Fish,state,
New Mexico,B Larsen,Consultant,independent,
New Mexico,K Gaines,University of New Mexico,school,
New Mexico,B Blais,Black Hills State University,school,
New Mexico,B Smith,Black Hills State University,school,
New Mexico,H Snell,University of New Mexico,school,
New Mexico,D Lightfoot,University of New Mexico,school,
New Mexico,D Propst,University of New Mexico,school,
New Mexico,S Plantania,University of New Mexico,school,
New Mexico,T Turner,University of New Mexico,school,
New Mexico,J Cook,University of New Mexico,school,
New Mexico,J Frey,New Mexico State University,school,
New Mexico,R McBee,New Mexico Department of Game and Fish,state,
New Mexico,R Teran,New Mexico Department of Game and Fish,state,
New Mexico,R Osborn,New Mexico Department of Game and Fish,state,
New Mexico,G Farmer,New Mexico Department of Game and Fish,state,
New Mexico,N Robb,Arizona Game and Fish Department AZGFD,state,
New Mexico,B Werner,US Bureau of Land Management,federal,
New Mexico,V Williams,US Bureau of Land Management,federal,
New Mexico,A Smallwood,US Bureau of Land Management,federal,
New Mexico,M Guzman,US Bureau of Land Management,federal,
New Mexico,N Olsker,US Bureau of Reclamation,federal,
New Mexico,C Evans,US Bureau of Reclamation,federal,
New Mexico,M Weisenberger,US Fish and Wildlife Service USFWS,federal,
New Mexico,T Rogers,US Fish and Wildlife Service USFWS,federal,
New Mexico,R Sanchez,US Forest Service USFS,federal,
New Mexico,S DeRosier,US Forest Service USFS,federal,
New Mexico,J Kerns,White Sands Missile Range,federal,
New Mexico,A Jones,Arizona State University,school,
New Mexico,J Wilson,Arizona State University,school,
New Mexico,J Latzko,Arizona State University,school,
New Mexico,L Haynes,University of Arizona,school,
New Mexico,L Lang,University of Arizona,school,
New Mexico,Y Robledo,University of Arizona,school,
New Mexico,M Ryan,University of New Mexico,school,
New Mexico,T Giermakowski,University of New Mexico,school,
New Mexico,D Goehring,Prescott College,school,
New Mexico,J Simpson,Prescott College,school,
New Mexico,M Riegner,Prescott College,school,
New Mexico,N Riso,Prescott College,school,
New Mexico,R Alonso,Furman University,school,
New Mexico,I Perkins-Taylor,New Mexico State University,school,
New Mexico,J Brusuelas,New Mexico State University,school,
New Mexico,C Campbell,New Mexico State University,school,
New Mexico,P Castillo,New Mexico State University,school,
New Mexico,W Conway,Texas Tech University,school,
New Mexico,M Reilly,Northern Arizona University,school,
New Mexico,S Thomas,Bat Conservation International,ngo-nongame,
New Mexico,C Beidleman,Audubon New Mexico,ngo-nongame,
New Mexico,T Seamster,Sierra Club,ngo-nongame,
New Mexico,D Davis,Turner Biological,business,
New Mexico,J Ramakka,US Bureau of Land Management,federal,
New Mexico,H Reiser,Consultant,independent,
New York,,,,Page 5 gives general overview of participation
North Carolina,Cindy Carr,North Carolina Wildlife Resources Commission,state,
North Carolina,Allen Boynton,North Carolina Wildlife Resources Commission,state,
North Carolina,Ken Bridle,Piedmont Land Conservancy,ngo-nongame,
North Carolina,Shannon Deaton,North Carolina Wildlife Resources Commission,state,
North Carolina,Todd Ewing,North Carolina Wildlife Resources Commission,state,
North Carolina,Chris McGrath,North Carolina Wildlife Resources Commission,state,
North Carolina,David Sawyer,North Carolina Wildlife Resources Commission,state,
North Carolina,Perry Sumner,North Carolina Wildlife Resources Commission,state,
North Carolina,Dave Allen,North Carolina Wildlife Resources Commission,state,
North Carolina,Scott Anderson,North Carolina Wildlife Resources Commission,state,
North Carolina,Steve Fraley,North Carolina Wildlife Resources Commission,state,
North Carolina,Joe Fuller,North Carolina Wildlife Resources Commission,state,
North Carolina,Jeff Hall,North Carolina Wildlife Resources Commission,state,
North Carolina,Ryan Heise,North Carolina Wildlife Resources Commission,state,
North Carolina,Brad Howard,North Carolina Wildlife Resources Commission,state,
North Carolina,Tommy Hughes,North Carolina Wildlife Resources Commission,state,
North Carolina,Jeff Marcus,North Carolina Wildlife Resources Commission,state,
North Carolina,Rob Nichols,North Carolina Wildlife Resources Commission,state,
North Carolina,Jake Rash,North Carolina Wildlife Resources Commission,state,
North Carolina,Vann Stancil,North Carolina Wildlife Resources Commission,state,
North Carolina,Gordon Warburton,North Carolina Wildlife Resources Commission,state,
North Carolina,Kendrick Weeks,North Carolina Wildlife Resources Commission,state,
North Carolina,Bennett Wynne,North Carolina Wildlife Resources Commission,state,
North Carolina,Jeff Beane,North Carolina Museum of Natural Sciences,ngo-nongame,
North Carolina,Ed Corey,North Carolina Division of Parks and Recreation,state,
North Carolina,Sara Finn,North Carolina Wildlife Resources Commission,state,
North Carolina,Gabrielle Graeter,North Carolina Wildlife Resources Commission,state,
North Carolina,Jeff Humphries,North Carolina Wildlife Resources Commission,state,
North Carolina,Lori Williams,North Carolina Wildlife Resources Commission,state,
North Carolina,Joe Carpenter,North Carolina Wildlife Resources Commission,state,
North Carolina,Walker Golder,Audubon North Carolina,ngo-nongame,
North Carolina,Mark Jones,North Carolina Wildlife Resources Commission,state,
North Carolina,Christine Kelly,North Carolina Wildlife Resources Commission,state,
North Carolina,Harry LeGrand,North Carolina Natural Heritage Program,ngo-nongame,
North Carolina,Curtis Smalling,Audubon North Carolina,ngo-nongame,
North Carolina,John Stanton,US Fish and Wildlife Service USFWS,federal,
North Carolina,Craig Watson,US Fish and Wildlife Service USFWS,federal,
North Carolina,Tyler Black,North Carolina Wildlife Resources Commission,state,
North Carolina,TR Russ,North Carolina Wildlife Resources Commission,state,
North Carolina,Jeff Simmons,Tennessee Valley Authority,utility,
North Carolina,Chris Skelton,Georgia College,school,
North Carolina,Fred Harris,North Carolina Wildlife Federation,ngo-nongame,
North Carolina,Brian McRae,North Carolina Wildlife Resources Commission,state,
North Carolina,Sarah McRae,US Fish and Wildlife Service USFWS,federal,
North Carolina,Fritz Rohde,National Oceanic and Atmospheric Administration NOAA,federal,
North Carolina,Wayne Starnes,North Carolina Museum of Natural Sciences,ngo-nongame,
North Carolina,Chad Thomas,North Carolina Wildlife Resources Commission,state,
North Carolina,Bryn Tracy,North Carolina Division of Water Resources,state,
North Carolina,Art Bogan,North Carolina Museum of Natural History,ngo-nongame,
North Carolina,Judy Ratcliffe,North Carolina Natural Heritage Program,ngo-nongame,
North Carolina,Tim Savidge,The Catena Group,business,
North Carolina,Lisa Gatens,North Carolina Museum of Natural Sciences,ngo-nongame,
North Carolina,Ben Hess,North Carolina Museum of Natural Sciences,ngo-nongame,
North Carolina,Matina Kalcounis-Ruppell,University of North Carolina,school,
North Carolina,Colleen Olfenbuttel,North Carolina Wildlife Resources Commission,state,
North Carolina,Brandon Sherrill,North Carolina Wildlife Resources Commission,state,
North Carolina,David Webster,University of North Carolina,school,
North Carolina,Dan Doursin,Belize Foundation for Research and Environmental Education,ngo-nongame,
North Carolina,Brena Jones,North Carolina Wildlife Resources Commission,state,
North Carolina,Nancy Adamson,Natural Resources Conservation Service NRCS,federal,
North Carolina,John Amoroso,North Carolina Department of Parks and Recreation,state,
North Carolina,Susan Cameron,US Fish and Wildlife Service USFWS,federal,
North Carolina,Steve Hall,North Carolina Natural Heritage Program,ngo-nongame,
North Carolina,Kathleen Kidd,North Carolina Department of Agriculture and Consumer Services,state,
North Carolina,Andrea Leslie,North Carolina Wildlife Resources Commission,state,
North Carolina,Dave Lenat,North Carolina Division of Water Quality,state,
